No.;No. Abklatsch;No. Graf (No. Makam);Kode Katalog;Sisi Nisan;Kondisi;Tanggal Pembuatan;Tempat Penemuan;Kota/Kabupaten;Kecamatan;Mukim;Gampong;Meunasah;Bentuk Umum;Tinggi;Lebar;Posisi;Bentuk;Motif;Ukuran (cm);Jenis Nisan;Isi Inkripsi;Aksara;Bahasa;Khat;Tanggal Pendataan;BOKS;Tanggal Masuk Boks;Keterangan
756;2379;I;;4 Barat;Baik;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;43;20;Atas;Mahkota;Floral;15x6;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
757;2381;I;;6 Barat;Baik;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;41;16;Atas;Mahkota;Floral;14,5x6,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 8;25-Oct-24;
758;2382;I;;7 Utara;Baik;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;40;15;Atas;Mahkota;Floral;12x6;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;28-May-24;Boks 8;25-Oct-24;
759;2383;I;;8 Timur;Baik;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Keumangan;Tjot;Aloeër;Persegi Panjang;39;15;Atas;Mahkota;Floral;13x3;Kaligrafi & Hiasan;Pujian;Arab;Arab;-;02-May-24;Boks 8;25-Oct-24;
760;2384;-;;1 Utara;Baik;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;27;15;Atas;Tidak Terlihat Jelas;-;13x1,5;Kaligrafi & Hiasan;Kalimat Syahadat;Arab;Arab;-;02-May-24;Boks 8;25-Oct-24;
761;2385;-;;2 Timur;Baik;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;28;15;Atas;Tidak Terlihat Jelas;-;13x2;Kaligrafi & Hiasan;Kalimat Syahadat;Arab;Arab;-;02-May-24;Boks 8;25-Oct-24;
762;2388;-;;5 Selatan;Baik;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;27;15;Atas;Mahkota;Floral;12x3;Kaligrafi & Hiasan;Kalimat Syahadat;Arab;Arab;-;02-May-24;Boks 8;25-Oct-24;
763;2391;-;;8 Timur;Baik;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;28;15;Atas;Mahkota;Floral;12x3;Kaligrafi & Hiasan;-;Arab;Arab;-;02-May-24;Boks 8;25-Oct-24;
764;2392;-;;1 Utara;Baik;1916 Juni;Makam Teungkoe Joeb Agoe;Aceh Utara;Lhoksukon;Bintang Ho;Dea Baroe;Baroe;Persegi Panjang;40;25;"Atas;Samping";Mahkota & Panil;Floral & Geometris;"24x6;31x3";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;27-May-24;Boks 8;25-Oct-24;
765;2398;-;;7 Utara;Baik;1916 Mei;Makam Tengkoe Joeb Agoe;Aceh Utara;Lhoksukon;Bintang Ho;Dea Baroe;Baroe;Persegi Panjang;40;23;Atas;Mahkota;Floral & Geometris;16x9;Kaligrafi & Hiasan;-;Arab;Arab;-;30-Apr-24;Boks 8;25-Oct-24;
766;2419;V;;1 Utara;Berlubang;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Nisan Puncak Kurawal;41;15;Seluruh Sisi;Bingkai;Floral;39x13;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
767;2420;V;;3 Selatan;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mee;Nisan Puncak Kurawal;57,5;24;Atas;Vas & Mahkota;Floral ;"14x14;15x6";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;-;27-May-24;Boks 8;25-Oct-24;
768;2421;V;;4 Barat;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;44;17;-;-;-;-;Kaligrafi;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
769;2422;V;;5 Selatan;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Nisan Puncak Kurawal;55;20;Atas;Mahkota;Floral;13x13;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
770;2424;V;;7 Utara;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mee;Nisan Puncak Kurawal;56;24;Atas;Vas & Mahkota;Floral;"13x13;15x6";Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 8;25-Oct-24;
771;2425;V;;8 Timur;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;41;13;-;-;-;-;Kaligrafi;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
772;2428;VI;;3 Selatan;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Me;Nisan Puncak Kurawal;33;15;Atas;Vas;Floral;11x6,5;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;-;16-May-24;Boks 8;25-Oct-24;
773;2431;VI;;6 Barat;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;23;13;Atas;Mahkota;Floral;11x2;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
774;2434;I;abk.ach.gd.tm.i;1 utara;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Bermahkota;45;28;Seluruh Sisi;Bingkai;-;41x25;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
775;2435;I;abk.ach.gd.tm.i;2 Timur;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;12,5;24,5;Seluruh Sisi;Bingkai;Floral;21,5x9;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
776;2436;I;abk.ach.gd.tm.i;3 Selatan;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;27;-;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
777;2437;I;abk.ach.gd.tm.i;4 Barat;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;23;13;Seluruh Sisi;Bingkai;Floral;20,5x10;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
778;2438;I;abk.ach.gd.tm.i;5 Selatan;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;28;-;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
779;2439;I;abk.ach.gd.tm.i;6 Barat;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;13;24;-;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
780;2439;I;;6 Barat;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;24;13;-;-;-;-;Kaligrafi;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
781;2440;I;abk.ach.gd.tm.i;7 Utara;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;28;Seluruh Sisi;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
782;2441;I;abk.ach.gd.tm.i;8 Timur;Baik;1916 Desember;Makam Teungkoe Meurah ;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;13;24;-;-;-;-;Kaligrafi;-;Arab;Arab;-;07-May-24;Boks 8;25-Oct-24;
783;2441;I;;8 Timur;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;23;13;-;-;-;-;Kaligrafi;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
784;2442;III;abk.ach.gld.bbt.iii;1 utara;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Nisan Puncak Kurawal;51;30;-;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
785;2443;III;abk.ach.gld.bbt.iii;2 Timur;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;27;15;Seluruh Sisi;Bingkai;-;24x10,5;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
786;2444;III;abk.ach.gld.bbt.iii;3 Selatan;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;50;30;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
787;2445;III;abk.ach.gld.bbt.iii;4 Barat;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;28;16;Seluruh Sisi;Bingkai;-;24x10;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
788;2446;III;abk.ach.gld.bbt.iii;5 Selatan;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi;28,5;28;Seluruh Sisi;Bingkai;-;25x25;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
789;2447;III;abk.ach.gld.bbt.iii;6 Barat;Baik;1916 Desember;Makam Teungkoe Batee Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;23;15;-;-;-;-;Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
790;2448;III;abk.ach.gld.bbt.iii;7 Utara;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;29;28,5;Seluruh Sisi;Bingkai;-;26x25,5;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
791;2449;IV;;1 Utara;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;46;26;-;-;-;-;Kaligrafi;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
792;2450;IV;;3 Selatan;Baik;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;44;27;Atas;Vas Berinkripsi;-;8x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 9;25-Oct-24;
793;2450;IV;;3 Selatan;Baik;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;47;27;-;-;-;-;Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
794;2452;I;;1 Utara;Baik;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Peusangan;Gloempang Doea;Raja;Raja;Nisan Puncak Kurawal;47;28;"Atas;Bawah";Mahkota & Panil;Floral;"21x12;28x5";Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
795;2453;I;;3 Selatan;Baik;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Peusangan;Gloempang Doea;Raja;Raja;Nisan Puncak Kurawal;42;24;Atas;Mahkota;Floral;20x12;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
796;2454;I;;5 Selatan;Baik;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Kuala;Gloempang Doea;Radja;Radja;Nisan Puncak Kurawal;44;25;Seluruh Sisi;"Mahkota;Bingkai";Floral & Roset;"20x13,5;25x19;20x14";Hiasan;-;-;-;-;03-May-24;Boks 9;25-Oct-24;
797;2454;I;;5 Selatan;Baik;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Peusangan;Gloempang Doea;Raja;Raja;Nisan Puncak Kurawal;44;26;Seluruh Sisi;Panil ;Floral & Roset;38x20;Hiasan;-;-;-;-;16-May-24;Boks 9;25-Oct-24;
798;2456;I;;1 Utara;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;Kalimat Syhadat;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
799;2456;I;;1 Utara;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28;15;-;-;-;-;Kaligrafi;Kalimat Syahadat;Arab;Arab;-;21-May-24;Boks 9;25-Oct-24;
800;2457;I;;2 Timur;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Kota Meuse;Meuse;Persegi Panjang;28;14;-;-;-;-;-;Pujian;Arab;Arab;-;29-Apr-24;Boks 9;25-Oct-24;
801;2458;I;;3 Selatan;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28,5;15;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;-;20-May-24;Boks 9;25-Oct-24;
802;2459;I;;4 Barat;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
803;2460;I;;5 selatan;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;14,5;-;-;-;-;Kaligrafi;Ayat Al-Quran;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
804;2463;I;;8 Timur;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28;16;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;-;17-May-24;Boks 9;25-Oct-24;
805;2464;II;;1 Utara;Baik;1917 Maret;Makam Toean Pakeh;Aceh Jaya;Jaya;Lam No;Lam No;Toeha;Persegi Panjang;33;25;Seluruh Sisi;Bingkai;Floral & Geometris;30x22;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
806;2470;II;;7 Utara;Cukup Baik;1917 Maret;Makam Toean Pakeh;Aceh Jaya;Jaya;Lam No;Lam No;Toeha;Persegi Panjang;35;25;Seluruh Sisi;Bingkai;Floral & Geometris;32x24;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
807;2480;II;;8 Timur;Baik;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;49;26;Seluruh Sisi;Mahkota;Floral;42x23;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
808;2480;II;;8 Timur;Baik;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi Panjang;50;28,5;"Atas;Bawah";"Mahkota;Panil";Floral;"16x22;3x28";Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
809;2482;III;;6 Barat;Baik;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi;11,5;12;-;-;-;-;Kaligrafi;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
810;2483;III;;7 Utara;Baik;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi Panjang;53;23;Atas;Mahkota;Floral;37x23;Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
811;2484;III;;8 Timur;Baik;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi;10,5;11;-;-;-;-;Kaligrafi;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
812;2485;VI;;5 selatan;Baik;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;57;26;Atas;Mahkota;Floral dan Geometris;32x25;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
813;2486;VI;;6 Barat;Baik;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;16;11;-;-;-;-;Kaligrafi;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
814;2487;VI;;8 Timur;Baik;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;49;26;Seluruh Sisi;Bingkai;Floral & Roset;55x24;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
815;2487;VI;;7 Utara;Baik;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;54;25;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"24x25;16x26,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
816;2488;II;;1 Utara;Berlubang;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;56;26;Atas;Mahkota;Floral & Geometris;25,5x23;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
817;2488;II;;1 Utara;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Bireuen;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;57;25;Atas;Mahkota;Floral & Geometris;26x25;Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
818;2489;II;;2 Timur;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;43;19;Atas;Mahkota;Floral;6x12,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
819;2490;II;;3 Selatan;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;55;25;Atas;Mahkota;Floral & Geometris;22x25;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
820;2492;II;;5 Selatan;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;54;24;Atas;Mahkota;Floral & Geometris;23,5x22;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
821;2495;II;;8 Timur;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;42;15;Atas;Mahkota;Floral;14x6;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
822;2496;II;;1 Utara;Baik;1917 Maret;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;50;30;"Atas;Bawah";Mahkota;Floral & Roset;"30x23;5x11";Kaligrafi & Hiasan;Kalimat Syahadat;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
823;2496;II;;1 Utara;Baik;1917 Maret;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Persegi Panjang;52;32;"Atas;Bawah";Mahkota;Floral;"28x32;22x5,5";Hiasan;Kalimat Syhadat;-;-;-;15-May-24;Boks 9;25-Oct-24;
824;2497;II;;3 Selatan;Baik;1917 Maret;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Persegi Panjang;24;12,5;Seluruh Sisi;Bingkai & Panil;Floral & Geometris;"15x8;4,5x5;5x5";Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
825;2498;II;;2 Timur;Baik;1915 November;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;50;27;"Atas;Tengah;Bawah";Mahkota, Sayap & Panil;Floral & Geometris;"17x14;9x12;22x6";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
826;2500;II;;5 Selatan;Baik;1917 April;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;48;31;Seluruh Sisi;Mahkota;Floral;48x31;Hiasan;-;-;-;-;22-May-24;Boks 9;25-Oct-24;
827;2502;II;;7 Utara;Baik;1917 April;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;48;31;Seluruh Sisi;Mahkota;Floral & Roset;48x31;Hiasan;-;-;-;-;31-May-24;Boks 9;25-Oct-24;
828;2503;II;;8 Timur;Baik;1917 April;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Persegi Panjang;20;12,5;Seluruh Sisi;Panil;Floral;20x12;Hiasan;-;-;-;-;31-May-24;Boks 9;25-Oct-24;
829;2504;IV;abk.ach.lk.xxx.iv;1 Utara;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18,5;"Atas;Bawah";Panil;Floral & Roset;"28x15,5;18,5x4";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
830;2505;IV;abk.ach.lk.xxx.iv;3 Selatan;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;53;18;"Atas;Bawah";Panil;Floral & Roset;"29x15,5;17,5x6,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;Kesalahan penomoran pada abklats (sisi depan 2505 dan belakang 2504). Terdapat dua abklats dengan nomor sama.
831;2506;IV;abk.ach.lk.xxx.iv;2 Timur;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral & Roset;"39x13;16x3";Hiasan;-;-;-;-;31-May-24;Boks 9;25-Oct-24;Absklats No. 2504 a, 2505 a, 2506 dan 2507 tersambung
832;2507;IV;abk.ach.lk.xxx.iv;4 Barat;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral, Geometris & Roset;"39x13;16x3";Hiasan;-;-;-;-;31-May-24;Boks 9;25-Oct-24;
833;2508;IV;;5 Selatan;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;-;-;-;-;27-May-24;Boks 9;25-Oct-24;Abklats nomor 2508, 2509, 2510 dan 2511 tersambung
834;2509;IV;;6 Barat;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;-;-;-;-;27-May-24;Boks 9;25-Oct-24;Abklats nomor 2508, 2509, 2510 dan 2511 tersambung
835;2510;IV;;7 Utara;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;-;-;-;-;27-May-24;Boks 9;25-Oct-24;Abklats nomor 2508, 2509, 2510 dan 2511 tersambung
836;2511;IV;;8 Timur;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;-;-;-;-;27-May-24;Boks 9;25-Oct-24;Abklats nomor 2508, 2509, 2510 dan 2511 tersambung
837;2512;I;abk.ach.kd.tps.i;1 Utara;Baik;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;-;-;-;-;15-May-24;Boks 9;25-Oct-24;
838;2513;I;abk.ach.kd.tps.i;2 Timur;Baik;1918 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;-;-;-;-;15-May-24;Boks 9;25-Oct-24;
839;2514;I;abk.ach.kd.tps.i;3 Selatan;Baik;1920 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;-;-;-;-;15-May-24;Boks 9;25-Oct-24;
