nomor_abklats;nomor_graf;sisi_nisan;kondisi;tanggal_pembuatan;tempat_penemuan;kota;kecamatan;mukim;gampong;meunasah;bentuk_umum;panjang;lebar;ornamentasi_posisi;ornamentasi_bentuk;ornamentasi_motif;ornamentasi_ukuran;jenis_nisan;tanggal_pendataan;boks_penyimpanan
2320;XII;6 Barat;6 Barat;1916 Mei;Makam Teungkoe Sida;Aceh Besar;Kuta Baro;Ateuë;Babah Djoeroeng;Babah Djoeroeng;Persegi Panjang;27;17;Atas;Mahkota;Floral;15x15;Kaligrafi & Hiasan;02-May-24;Boks 8
2321;XII;7 Utara;7 Utara;1916 Mei;Makam Teungkoe Sida;Aceh Besar;Kuta Baro;Ateuë;Babah Djoeroeng;Babah Djoeroeng;Persegi Panjang;27;14;Atas;Mahkota;Floral;6x14;Kaligrafi & Hiasan;02-May-24;Boks 8
2322;XII;8 Timur;8 Timur;1916 Mei;Makam Teungkoe Sida;Aceh Besar;Kuta Baro;Ateuë (V Moekims);Babah Djoeroeng;Babah Djoeroeng;Persegi Panjang;28;17;Atas;Mahkota;Floral;17x6;Kaligrafi dan Hiasan;20-May-24;Boks 8
2325;II;3 Selatan;3 Selatan;1916 Mei;Makam Teungkoe Meumanda;Aceh Besar;Kuta Baro;Ateuë;Lampoëh Keudé;Lampoëh Keudé;Persegi Panjang;22;13;Atas;Mahkota;Floral;15x6;Kaligrafi & Hiasan;02-May-24;Boks 8
2326;II;4 Barat;4 Barat;1916 Mei;Makam Teungkoe Meumanda;Aceh Besar;Kuta Baro;Ateuë (V Moekims);Lampoëh Keudé;Lampoëh Keudé;Persegi Panjang;22;13;Atas;Mahkota;Floral;10x5,5;Kaligrafi dan Hiasan;16-May-24;Boks 8
2327;II;6 Barat;6 Barat;1916 Mei;Makam Teungkoe Meumanda;Aceh Besar;Kuta Baro;Ateuë;Lampoëh Keudé;Lampoëh Keudé;Persegi Panjang;22;13;Atas;Mahkota;Floral;15x6;Kaligrafi & Hiasan;02-May-24;Boks 8
2329;II;8 Timur;8 Timur;1916 Mei;Makam Teungkoe Meunanda;Aceh Besar;Kuta Baro;Ateuë (V Moekims);Lampoëh Keudé;Lampoëh Keudé;Nisan Bermahkota;18;12;Atas;Mahkota;Floral;6x4;Kaligrafi dan Hiasan;07-May-24;Boks 8
2330;III;1 Utara;1 Utara;1916 Mei;Makam Teungkoe di Riebao;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;61;15;"Atas;Tengah";Mahkota & Panil;Floral;"1,5x7;12x8";Kaligrafi & Hiasan;02-May-24;Boks 8
2331;III;2 Timur;2 Timur;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;33;11;Atas;Mahkota;Floral;8x2;Kaligrafi dan Hiasan;16-May-24;Boks 8
2332;III;3 Selatan;3 Selatan;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;69;17;Atas;Mahkota;Floral;29x12;Kaligrafi dan Hiasan;10-Jun-24;Boks 8
2333;VI;4 Barat;4 Barat;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;31;16;Atas;Mahkota;Floral;8x2,5;Kaligrafi dan Hiasan;17-May-24;Boks 8
2336;III;7 Utara;7 Utara;1916 Mei;-;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Nisan Bermahkota;59;18;Tengah;Mahkota;Floral;12,5x9;Kaligrafi dan Hiasan;22-May-24;Boks 8
2339;IV;2 Timur;2 Timur;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;12;8;-;-;-;-;Kaligrafi;16-May-24;Boks 8
2340;IV;3 Selatan;3 Selatan;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;27;15;Atas;Mahkota;Floral;8,5x4;Kaligrafi dan Hiasan;16-May-24;Boks 8
2342;IV;5 selatan;5 selatan;1916 Mei;-;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;28;15;Atas;Mahkota;Floral;8,5x4,5;Kaligrafi dan Hiasan;15-May-24;Boks 8
2343;IV;6 Barat;6 Barat;1916 Mei;Makam Teungkoe di Riebao;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;17;14;"Atas;Bawah";Mahkota & Panil;Floral;"8x3;7,5x2";Kaligrafi & Hiasan;02-May-24;Boks 8
2346;V;1 Utara;1 Utara;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;35,5;16;Atas;Mahkota;Floral;3,5x16;Kaligrafi dan Hiasan;27-May-24;Boks 8
2348;V;3 Selatan;3 Selatan;1916 Mei;Makam Teungkoe di Riebao;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;35;15;Atas;Mahkota;Floral;13x3;Kaligrafi & Hiasan;02-May-24;Boks 8
2349;V;4 Barat;4 Barat;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;35;15;Atas;Mahkota;Floral;14x4;Kaligrafi dan Hiasan;17-May-24;Boks 8
2351;V;6 Barat;6 Barat;1916 Mei;-;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;36;15;Atas;Mahkota;Floral;13x4;Kaligrafi & Hiasan;30-Apr-24;Boks 8
2352;V;7 Utara;7 Utara;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;37;17;Atas;Mahkota;Floral;3x15;Kaligrafi dan Hiasan;27-May-24;Boks 8
2353;V;8 Timur;8 Timur;1916 Mei;-;Banda Aceh;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;34;15;Atas;Mahkota;Floral;15x3;Kaligrafi & Hiasan;30-Apr-24;Boks 8
2354;VI;1 Utara;1 Utara;1916 Mei;Makam Teungkoe di Riebao;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;26;11;Atas;Mahkota;Floral;8,5x5;Klaigrafi dan Hiasan;16-May-24;Boks 8
2355;VI;2 Timur;2 Timur;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi;16;15;Atas;Mahkota;Floral;3x10,5;Kaligrafi dan Hiasan;16-May-24;Boks 8
2356;V;3 Selatan;3 Selatan;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;29;17;Atas;Mahkota;Floral;5x10,5;Kaligrafi dan Hiasan;16-May-24;Boks 8
2357;VI;4 Barat;4 Barat;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi;16;16;Atas;Mahkota;Floral;10,5x3;Kaligrafi dan Hiasan;10-Jun-24;Boks 8
2358;VI;5 selatan;5 selatan;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;28,5;18;Atas;Mahkota;Floral;10x3,5;Kaligrafi dan Hiasan;17-May-24;Boks 8
2360;VI;7 Utara;7 Utara;1916 Mei;-;Aceh Besar;Lueng Bata;Loeëng Bata;Lam Seupeuëng;Soekoen;Persegi Panjang;29;17;Atas;Mahkota;Floral;4,5x10;Kaligrafi dan Hiasan;27-May-24;Boks 8
2364;-;5 Selatan;5 Selatan;1916 Juni;Makam Teungkoe di Riebao;Pidie;Mutiara;Keumangan;Beureunoem;Keutapang;Persegi Panjang;34;27;"Atas;Bawah";Mahkota;Floral;"7,5x9,5;5x9";Kaligrafi & Hiasan;02-May-24;Boks 8
2365;Enkel Graf (makam tunggal);7 Utara;7 Utara;1916 April;Makam Teungkoe di Riebeë;Pidie;Mutiara;Keumangan;Beureunon;Keutapang;Stele;34;24;-;-;-;-;Kaligrafi;27-May-24;Boks 8
2372;-;1 Utara;1 Utara;1916 Juni;Makam Radja Bangoen;Pidie;Mutiara Timur;Keumangan;Ramboeng;Oë Gading;Persegi;22;20;-;-;-;-;Kaligrafi;15-May-24;Boks 8
2376;I;1 Utara;1 Utara;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Keumangan;Tjot;Aloeër;Persegi Panjang;41;16;Atas;Mahkota;Floral;6x14;Kaligrafi & Hiasan;02-May-24;Boks 8
2378;I;3 Selatan;3 Selatan;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;44;21;Atas;Mahkota;Floral;8x15;Kaligrafi dan Hiasan;16-May-24;Boks 8
2379;I;4 Barat;4 Barat;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;43;20;Atas;Mahkota;Floral;15x6;Kaligrafi dan Hiasan;15-May-24;Boks 8
2381;I;6 Barat;6 Barat;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;41;16;Atas;Mahkota;Floral;14,5x6,5;Kaligrafi dan Hiasan;28-May-24;Boks 8
2382;I;7 Utara;7 Utara;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Oese (IX Moekim Keumangan);Tjot;Aloeër;Persegi Panjang;40;15;Atas;Mahkota;Floral;12x6;Kaligrafi dan Hiasan;28-May-24;Boks 8
2383;I;8 Timur;8 Timur;1916 Juni;Makam Djerat Gajo;Pidie;Muara Tiga;Keumangan;Tjot;Aloeër;Persegi Panjang;39;15;Atas;Mahkota;Floral;13x3;Kaligrafi & Hiasan;02-May-24;Boks 8
2384;-;1 Utara;1 Utara;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;27;15;Atas;Tidak Terlihat Jelas;-;13x1,5;Kaligrafi & Hiasan;02-May-24;Boks 8
2385;-;2 Timur;2 Timur;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;28;15;Atas;Tidak Terlihat Jelas;-;13x2;Kaligrafi & Hiasan;02-May-24;Boks 8
2388;-;5 Selatan;5 Selatan;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;27;15;Atas;Mahkota;Floral;12x3;Kaligrafi & Hiasan;02-May-24;Boks 8
2391;-;8 Timur;8 Timur;1916 Juni;Makam Teungkoe di Langsa;Pidie;Mutiara Timur;Keumangan;Tjot Koetang;Teupeuk;Persegi Panjang;28;15;Atas;Mahkota;Floral;12x3;Kaligrafi & Hiasan;02-May-24;Boks 8
2392;-;1 Utara;1 Utara;1916 Juni;Makam Teungkoe Joeb Agoe;Aceh Utara;Lhoksukon;Bintang Ho;Dea Baroe;Baroe;Persegi Panjang;40;25;"Atas;Samping";Mahkota & Panil;Floral & Geometris;"24x6;31x3";Kaligrafi dan Hiasan;27-May-24;Boks 8
2398;-;7 Utara;7 Utara;1916 Mei;Makam Tengkoe Joeb Agoe;Aceh Utara;Lhoksukon;Bintang Ho;Dea Baroe;Baroe;Persegi Panjang;40;23;Atas;Mahkota;Floral & Geometris;16x9;Kaligrafi & Hiasan;30-Apr-24;Boks 8
2419;V;1 Utara;1 Utara;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Nisan Puncak Kurawal;41;15;Seluruh Sisi;Bingkai;Floral;39x13;Kaligrafi & Hiasan;03-May-24;Boks 8
2420;V;3 Selatan;3 Selatan;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mee;Nisan Puncak Kurawal;57,5;24;Atas;Vas & Mahkota;Floral ;"14x14;15x6";Kaligrafi dan Hiasan;27-May-24;Boks 8
2421;V;4 Barat;4 Barat;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;44;17;-;-;-;-;Kaligrafi;15-May-24;Boks 8
2422;V;5 Selatan;5 Selatan;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Nisan Puncak Kurawal;55;20;Atas;Mahkota;Floral;13x13;Kaligrafi & Hiasan;03-May-24;Boks 8
2424;V;7 Utara;7 Utara;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mee;Nisan Puncak Kurawal;56;24;Atas;Vas & Mahkota;Floral;"13x13;15x6";Kaligrafi dan Hiasan;27-May-24;Boks 8
2425;V;8 Timur;8 Timur;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;41;13;-;-;-;-;Kaligrafi;15-May-24;Boks 8
2428;VI;3 Selatan;3 Selatan;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Me;Nisan Puncak Kurawal;33;15;Atas;Vas;Floral;11x6,5;Kaligrafi dan Hiasan;16-May-24;Boks 8
2431;VI;6 Barat;6 Barat;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;23;13;Atas;Mahkota;Floral;11x2;Kaligrafi dan Hiasan;15-May-24;Boks 8
2434;I;1 utara;1 utara;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Bermahkota;45;28;Seluruh Sisi;Bingkai;-;41x25;Kaligrafi & Hiasan;03-May-24;Boks 8
2435;I;2 Timur;2 Timur;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;12,5;24,5;Seluruh Sisi;Bingkai;Floral;21,5x9;Kaligrafi & Hiasan;03-May-24;Boks 8
2436;I;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;27;-;-;-;-;Kaligrafi;03-May-24;Boks 8
2437;I;4 Barat;4 Barat;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;23;13;Seluruh Sisi;Bingkai;Floral;20,5x10;Kaligrafi & Hiasan;03-May-24;Boks 8
2438;I;5 Selatan;5 Selatan;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;28;-;-;-;-;Kaligrafi;03-May-24;Boks 8
2439;I;6 Barat;6 Barat;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;13;24;-;-;-;-;Kaligrafi;03-May-24;Boks 8
2439;I;6 Barat;6 Barat;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;24;13;-;-;-;-;Kaligrafi;15-May-24;Boks 8
2440;I;7 Utara;7 Utara;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;28;Seluruh Sisi;-;-;-;Kaligrafi;03-May-24;Boks 8
2441;I;8 Timur;8 Timur;1916 Desember;Makam Teungkoe Meurah ;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;13;24;-;-;-;-;Kaligrafi;07-May-24;Boks 8
2441;I;8 Timur;8 Timur;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;23;13;-;-;-;-;Kaligrafi;15-May-24;Boks 8
2442;III;1 utara;1 utara;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Nisan Puncak Kurawal;51;30;-;-;-;-;Kaligrafi;03-May-24;Boks 9
2443;III;2 Timur;2 Timur;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;27;15;Seluruh Sisi;Bingkai;-;24x10,5;Kaligrafi & Hiasan;03-May-24;Boks 9
2444;III;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;50;30;-;-;-;-;Kaligrafi;22-May-24;Boks 9
2445;III;4 Barat;4 Barat;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;28;16;Seluruh Sisi;Bingkai;-;24x10;Kaligrafi & Hiasan;03-May-24;Boks 9
2446;III;5 Selatan;5 Selatan;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi;28,5;28;Seluruh Sisi;Bingkai;-;25x25;Kaligrafi & Hiasan;03-May-24;Boks 9
2447;III;6 Barat;6 Barat;1916 Desember;Makam Teungkoe Batee Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;23;15;-;-;-;-;Kaligrafi dan Hiasan;16-May-24;Boks 9
2448;III;7 Utara;7 Utara;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;29;28,5;Seluruh Sisi;Bingkai;-;26x25,5;Kaligrafi & Hiasan;03-May-24;Boks 9
2449;IV;1 Utara;1 Utara;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;46;26;-;-;-;-;Kaligrafi;22-May-24;Boks 9
2450;IV;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;44;27;Atas;Vas Berinkripsi;-;8x16;Kaligrafi dan Hiasan;27-May-24;Boks 9
2450;IV;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe Bateë Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Persegi Panjang;47;27;-;-;-;-;Kaligrafi dan Hiasan;31-May-24;Boks 9
2452;I;1 Utara;1 Utara;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Peusangan;Gloempang Doea;Raja;Raja;Nisan Puncak Kurawal;47;28;"Atas;Bawah";Mahkota & Panil;Floral;"21x12;28x5";Kaligrafi dan Hiasan;16-May-24;Boks 9
2453;I;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Peusangan;Gloempang Doea;Raja;Raja;Nisan Puncak Kurawal;42;24;Atas;Mahkota;Floral;20x12;Kaligrafi dan Hiasan;15-May-24;Boks 9
2454;I;5 Selatan;5 Selatan;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Kuala;Gloempang Doea;Radja;Radja;Nisan Puncak Kurawal;44;25;Seluruh Sisi;"Mahkota;Bingkai";Floral & Roset;"20x13,5;25x19;20x14";Hiasan;03-May-24;Boks 9
2454;I;5 Selatan;5 Selatan;1916 Desember;Makam Teungkoe di Kandang;Bireuen;Peusangan;Gloempang Doea;Raja;Raja;Nisan Puncak Kurawal;44;26;Seluruh Sisi;Panil ;Floral & Roset;38x20;Hiasan;16-May-24;Boks 9
2456;I;1 Utara;1 Utara;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;16-May-24;Boks 9
2456;I;1 Utara;1 Utara;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28;15;-;-;-;-;Kaligrafi;21-May-24;Boks 9
2457;I;2 Timur;2 Timur;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Kota Meuse;Meuse;Persegi Panjang;28;14;-;-;-;-;-;29-Apr-24;Boks 9
2458;I;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28,5;15;-;-;-;-;Kaligrafi;20-May-24;Boks 9
2459;I;4 Barat;4 Barat;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;15-May-24;Boks 9
2460;I;5 selatan;5 selatan;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;14,5;-;-;-;-;Kaligrafi;15-May-24;Boks 9
2463;I;8 Timur;8 Timur;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28;16;-;-;-;-;Kaligrafi;17-May-24;Boks 9
2464;II;1 Utara;1 Utara;1917 Maret;Makam Toean Pakeh;Aceh Jaya;Jaya;Lam No;Lam No;Toeha;Persegi Panjang;33;25;Seluruh Sisi;Bingkai;Floral & Geometris;30x22;Kaligrafi & Hiasan;03-May-24;Boks 9
2470;II;7 Utara;7 Utara;1917 Maret;Makam Toean Pakeh;Aceh Jaya;Jaya;Lam No;Lam No;Toeha;Persegi Panjang;35;25;Seluruh Sisi;Bingkai;Floral & Geometris;32x24;Kaligrafi dan Hiasan;15-May-24;Boks 9
2480;II;8 Timur;8 Timur;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;49;26;Seluruh Sisi;Mahkota;Floral;42x23;Kaligrafi & Hiasan;03-May-24;Boks 9
2480;II;8 Timur;8 Timur;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi Panjang;50;28,5;"Atas;Bawah";"Mahkota;Panil";Floral;"16x22;3x28";Kaligrafi dan Hiasan;10-Jun-24;Boks 9
2482;III;6 Barat;6 Barat;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi;11,5;12;-;-;-;-;Kaligrafi;10-Jun-24;Boks 9
2483;III;7 Utara;7 Utara;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi Panjang;53;23;Atas;Mahkota;Floral;37x23;Kaligrafi dan Hiasan;10-Jun-24;Boks 9
2484;III;8 Timur;8 Timur;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeu Loeë;Rajeu Loeë;Persegi;10,5;11;-;-;-;-;Kaligrafi;10-Jun-24;Boks 9
2485;VI;5 selatan;5 selatan;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;57;26;Atas;Mahkota;Floral dan Geometris;32x25;Kaligrafi dan Hiasan;15-May-24;Boks 9
2486;VI;6 Barat;6 Barat;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;16;11;-;-;-;-;Kaligrafi;15-May-24;Boks 9
2487;VI;8 Timur;8 Timur;1917 Maret;Makam Teungkoe Ba Sapih;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;49;26;Seluruh Sisi;Bingkai;Floral & Roset;55x24;Kaligrafi & Hiasan;03-May-24;Boks 9
2487;VI;7 Utara;7 Utara;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;54;25;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"24x25;16x26,5";Kaligrafi dan Hiasan;15-May-24;Boks 9
2488;II;1 Utara;1 Utara;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;56;26;Atas;Mahkota;Floral & Geometris;25,5x23;Kaligrafi & Hiasan;03-May-24;Boks 9
2488;II;1 Utara;1 Utara;1917 Maret;Makam Teungkoe Gle Meurah;Bireuen;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi Panjang;57;25;Atas;Mahkota;Floral & Geometris;26x25;Kaligrafi dan Hiasan;16-May-24;Boks 9
2489;II;2 Timur;2 Timur;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;43;19;Atas;Mahkota;Floral;6x12,5;Kaligrafi dan Hiasan;15-May-24;Boks 9
2490;II;3 Selatan;3 Selatan;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;55;25;Atas;Mahkota;Floral & Geometris;22x25;Kaligrafi & Hiasan;03-May-24;Boks 9
2492;II;5 Selatan;5 Selatan;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;54;24;Atas;Mahkota;Floral & Geometris;23,5x22;Kaligrafi & Hiasan;03-May-24;Boks 9
2495;II;8 Timur;8 Timur;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;42;15;Atas;Mahkota;Floral;14x6;Kaligrafi & Hiasan;03-May-24;Boks 9
2496;II;1 Utara;1 Utara;1917 Maret;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;50;30;"Atas;Bawah";Mahkota;Floral & Roset;"30x23;5x11";Kaligrafi & Hiasan;03-May-24;Boks 9
2496;II;1 Utara;1 Utara;1917 Maret;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Persegi Panjang;52;32;"Atas;Bawah";Mahkota;Floral;"28x32;22x5,5";Hiasan;15-May-24;Boks 9
2497;II;3 Selatan;3 Selatan;1917 Maret;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Persegi Panjang;24;12,5;Seluruh Sisi;Bingkai & Panil;Floral & Geometris;"15x8;4,5x5;5x5";Kaligrafi & Hiasan;03-May-24;Boks 9
